UNIQUE IDENTIFICATION,CODE,COMBINATION,INDIVIDUAL OFFER,QUANTITY,AQUISTION,REACTIVATION,RETENTION,TOTAL REDEMPTIONS,SALES,MARGIN,TICKET,MARGIN %,MARKDOWN
4171,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"8,930",0,1,0,1,-$15.28,-$7.45,-$15.28,48.8%,-$1.70
4171,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"8,930",17,47,308,372,"$18,159.80","$6,431.11",$48.82,35.4%,"$2,660.89"
4550,8959T,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER,"8,966",0,0,1,1,-$44.98,-$5.19,-$44.98,11.5%,-$15.00
4550,8959T,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER,"8,966",2,4,31,37,"$1,577.01",$407.89,$42.62,25.9%,$362.91
8051,8946B,$10 OFF $60,$10 OFF $60,"8,984",0,2,20,22,"$2,008.46",$587.33,$91.29,29.2%,$220.01
4367,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"9,200",0,0,6,6,$266.95,$81.18,$44.49,30.4%,$58.87
243,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"9,361",7,8,57,72,"$3,951.48","$1,248.62",$54.88,31.6%,$829.36
243,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"9,361",0,0,3,3,$130.50,$130.50,$43.50,100.0%,$22.50
243,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"9,361",1,2,54,57,"$3,069.16",$741.14,$53.84,24.1%,$535.68
204,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"9,385",0,0,1,1,$5.51,-$10.64,$5.51,-193.1%,-$2.61
204,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"9,385",0,0,3,3,$221.70,$37.35,$73.90,16.8%,$41.24
4572,8960S,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF FULL SERVICE GROOM,"9,636",0,1,1,2,$173.48,$163.80,$86.74,94.4%,$38.50
4572,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"9,636",0,1,18,19,$924.43,$272.52,$48.65,29.5%,$185.01
210,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"9,718",0,0,6,6,$362.68,$118.81,$60.45,32.8%,$41.42
210,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"9,718",0,0,2,2,$165.44,$165.44,$82.72,100.0%,$9.56
210,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"9,718",0,0,5,5,$563.08,$114.32,$112.62,20.3%,$111.70
181,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"10,060",0,1,7,8,$427.82,-$19.97,$53.48,-4.7%,$144.82
181,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"10,060",0,0,1,1,$82.00,$82.00,$82.00,100.0%,$5.00
181,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"10,060",1,4,93,98,"$4,900.14","$1,182.10",$50.00,24.1%,$781.93
4363,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"10,246",0,1,12,13,$656.98,$191.13,$50.54,29.1%,$107.50
4260,8946B,$10 OFF $60,$10 OFF $60,"10,264",1,0,39,40,"$3,146.47",$785.01,$78.66,24.9%,$400.01
4068,8946B,$10 OFF $60,$10 OFF $60,"10,392",1,0,22,23,"$1,582.62",$272.75,$68.81,17.2%,$229.99
4,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"10,401",0,0,1,1,-$36.00,-$31.32,-$36.00,87.0%,-$2.00
4,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"10,401",0,2,63,65,"$3,552.66",$927.04,$54.66,26.1%,$407.82
4000,8960S,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF FULL SERVICE GROOM,"10,412",0,0,14,14,$982.52,$982.52,$70.18,100.0%,$238.75
4000,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"10,412",0,1,30,31,"$1,680.82",$514.72,$54.22,30.6%,$295.30
7006,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"10,491",0,0,1,1,$62.96,$17.30,$62.96,27.5%,$8.99
7006,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"10,491",0,0,3,3,$162.72,$27.38,$54.24,16.8%,$30.65
4407,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"10,528",0,0,3,3,$79.81,$25.02,$26.60,31.3%,$8.87
4241,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"10,556",1,2,28,31,"$1,340.43",$347.44,$43.24,25.9%,$149.57
4001,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"10,634",0,1,21,22,"$1,083.84",$291.56,$49.27,26.9%,$118.44
4380,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"10,661",0,1,2,3,$185.98,$178.03,$61.99,95.7%,$6.50
4380,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"10,661",0,0,1,1,-$40.47,-$11.68,-$40.47,28.9%,-$4.50
4380,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"10,661",0,3,83,86,"$5,831.84","$1,024.23",$67.81,17.6%,"$1,077.81"
4410,8959T,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER,"10,827",0,0,14,14,$791.60,$230.59,$56.54,29.1%,$122.48
7004,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"10,964",1,0,0,1,$95.00,$59.32,$95.00,62.4%,$31.71
7004,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"10,964",0,0,2,2,$129.75,$129.75,$64.88,100.0%,$9.25
7004,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"10,964",1,0,37,38,"$1,796.11",$388.04,$47.27,21.6%,$278.92
4555,8946B,$10 OFF $60,$10 OFF $60,"11,139",1,0,4,5,$320.34,$50.30,$64.07,15.7%,$50.00
201,8946B,$10 OFF $60,$10 OFF $60,"11,278",0,1,0,1,-$20.70,-$8.70,-$20.70,42.0%,-$2.28
201,8946B,$10 OFF $60,$10 OFF $60,"11,278",4,9,97,110,"$8,918.56","$2,474.66",$81.08,27.7%,"$1,065.89"
4057,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"11,529",0,2,3,5,$238.83,$95.13,$47.77,39.8%,$52.37
145,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"11,533",0,0,1,1,$15.00,$24.24,$15.00,161.6%,-$25.00
145,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"11,533",3,5,29,37,"$2,490.83",$673.63,$67.32,27.0%,$574.63
145,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"11,533",0,0,11,11,$388.76,$97.97,$35.34,25.2%,$44.18
4232,8956S,SN 10% OFF / SL $8 off $40,SN 10% OFF,"11,565",0,0,4,4,$187.12,$46.41,$46.78,24.8%,$20.82
4232,8962Y,SN 10% OFF / SL $8 off $40,SL $8 off $40,"11,565",0,0,6,6,$309.97,$69.61,$51.66,22.5%,$36.13
4551,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"11,566",1,2,11,14,$582.39,$134.39,$41.60,23.1%,$72.51
237,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"11,567",0,0,1,1,-$4.20,-$4.26,-$4.20,101.4%,-$10.50
237,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"11,567",1,1,20,22,$917.96,$219.10,$41.73,23.9%,$179.41
237,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"11,567",0,0,1,1,$122.50,$122.50,$122.50,100.0%,$7.50
237,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"11,567",0,0,3,3,$104.54,$8.71,$34.85,8.3%,-$6.19
237,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"11,567",6,4,76,86,"$4,320.10","$1,282.94",$50.23,29.7%,$652.83
4327,8959T,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER,"11,665",0,1,6,7,$359.71,$71.87,$51.39,20.0%,$42.61
7019,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"11,701",0,0,2,2,$179.04,$40.21,$89.52,22.5%,$19.90
4351,8946B,$10 OFF $60,$10 OFF $60,"11,719",1,1,35,37,"$3,235.99",$658.02,$87.46,20.3%,$370.00
7002,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"11,720",0,0,11,11,$603.43,$175.16,$54.86,29.0%,$130.02
4161,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"11,726",0,0,1,1,$57.50,$57.50,$57.50,100.0%,$2.50
4161,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"11,726",0,1,26,27,"$1,638.99",$360.66,$60.70,22.0%,$262.89
8059,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"11,837",0,0,4,4,$341.50,$40.12,$85.38,11.7%,$54.34
8059,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"11,837",0,0,1,1,$76.50,$76.50,$76.50,100.0%,$2.50
8059,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"11,837",0,1,18,19,"$1,500.06",$276.59,$78.95,18.4%,$318.16
65,8959T,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER,"11,932",0,2,32,34,"$2,053.35",$524.64,$60.39,25.6%,$326.04
171,8956S,SN 10% OFF / SL $8 off $40,SN 10% OFF,"11,940",0,1,21,22,"$1,635.52",$388.65,$74.34,23.8%,$181.62
171,8962Y,SN 10% OFF / SL $8 off $40,SL $8 off $40,"11,940",0,1,18,19,$802.54,$226.99,$42.24,28.3%,$141.38
4064,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"11,952",0,0,2,2,$28.94,$9.73,$14.47,33.6%,$5.00
9003,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"11,973",0,1,22,23,"$1,380.68",$231.66,$60.03,16.8%,$267.58
4319,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"12,004",0,2,41,43,"$2,141.65",$539.68,$49.81,25.2%,$240.92
8,8959T,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER,"12,101",0,0,1,1,-$7.07,-$1.40,-$7.07,19.8%,-$0.79
8,8959T,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER,"12,101",1,3,116,120,"$6,036.82","$1,225.81",$50.31,20.3%,"$1,154.59"
8,8962Z,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,25% OFF PETWASH OR GROOMING ADD ON,"12,101",0,0,3,3,$173.50,$173.50,$57.83,100.0%,$9.50
4580,8956S,SN 10% OFF / SL $8 off $40,SN 10% OFF,"12,135",0,0,10,10,$432.38,$151.51,$43.24,35.0%,$44.41
4580,8962Y,SN 10% OFF / SL $8 off $40,SL $8 off $40,"12,135",0,1,14,15,$731.76,$222.05,$48.78,30.3%,$110.40
4134,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"12,172",0,1,26,27,"$1,639.00",$444.75,$60.70,27.1%,$182.18
1,8956S,SN 10% OFF / SL $8 off $40,SN 10% OFF,"12,185",0,2,5,7,$201.95,$45.21,$28.85,22.4%,$22.46
1,8962Y,SN 10% OFF / SL $8 off $40,SL $8 off $40,"12,185",0,2,9,11,$541.94,$103.60,$49.27,19.1%,$76.09
4386,8960S,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF FULL SERVICE GROOM,"12,188",0,0,2,2,$307.50,$307.50,$153.75,100.0%,$43.50
4386,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"12,188",0,0,2,2,$80.94,$26.36,$40.47,32.6%,$12.00
4301,8956S,SN 10% OFF / SL $8 off $40,SN 10% OFF,"12,281",1,0,10,11,$313.97,$79.92,$28.54,25.5%,$35.26
4301,8962Y,SN 10% OFF / SL $8 off $40,SL $8 off $40,"12,281",0,1,10,11,$505.64,$96.19,$45.97,19.0%,$88.00
7012,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"12,338",0,1,7,8,$617.96,$125.44,$77.25,20.3%,$89.61
7012,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"12,338",1,1,25,27,"$1,733.34",$470.37,$64.20,27.1%,$234.10
236,8946B,$10 OFF $60,$10 OFF $60,"12,374",0,4,57,61,"$4,450.92","$1,185.52",$72.97,26.6%,$584.72
9076,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"12,416",0,0,1,1,-$16.48,-$4.78,-$16.48,29.0%,-$5.50
9076,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"12,416",0,4,69,73,"$3,808.08",$920.86,$52.17,24.2%,$754.93
9076,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"12,416",0,0,3,3,$151.87,$113.39,$50.62,74.7%,$10.22
9076,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"12,416",5,16,161,182,"$9,621.95","$2,692.37",$52.87,28.0%,"$1,522.76"
4017,8946B,$10 OFF $60,$10 OFF $60,"12,420",0,2,32,34,"$2,585.84",$599.51,$76.05,23.2%,$340.00
4140,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"12,622",0,0,4,4,$178.47,$40.59,$44.62,22.7%,$41.32
11,8960S,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF FULL SERVICE GROOM,"12,640",0,0,3,3,$191.75,$191.75,$63.92,100.0%,$49.75
11,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"12,640",0,0,7,7,$298.63,$118.04,$42.66,39.5%,$42.41
4315,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"12,724",0,1,21,22,$975.10,$274.91,$44.32,28.2%,$105.75
4247,8960S,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF FULL SERVICE GROOM,"12,896",0,0,3,3,$198.75,$198.75,$66.25,100.0%,$46.25
4247,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"12,896",0,1,2,3,$32.13,$14.39,$10.71,44.8%,$10.73
4587,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"12,903",2,0,3,5,$152.16,$37.62,$30.43,24.7%,$14.97
8030,8958H,10% OFF PURCHASE / 50% OFF PETWASH,10% OFF PURCHASE,"12,989",1,1,28,30,"$1,602.55",$407.72,$53.42,25.4%,$173.21
8030,8961E,10% OFF PURCHASE / 50% OFF PETWASH,50% OFF PETWASH,"12,989",0,0,6,6,$85.99,$83.99,$14.33,97.7%,$42.00
4083,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"13,015",0,0,11,11,$366.83,$119.47,$33.35,32.6%,$40.90
103,8956S,SN 10% OFF / SL $8 off $40,SN 10% OFF,"13,037",1,7,99,107,"$5,819.42","$1,459.24",$54.39,25.1%,$640.30
103,8962Y,SN 10% OFF / SL $8 off $40,SL $8 off $40,"13,037",1,6,61,68,"$3,817.86",$965.74,$56.15,25.3%,$523.50
4165,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"13,054",0,0,2,2,$75.96,-$21.92,$37.98,-28.9%,$13.89
4165,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"13,054",0,1,26,27,"$1,116.06",$225.10,$41.34,20.2%,$184.96
4292,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"13,070",2,2,24,28,"$1,264.99",$311.71,$45.18,24.6%,$137.07
4265,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"13,099",0,0,2,2,$281.19,$68.98,$140.60,24.5%,$66.79
4265,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"13,099",0,0,2,2,$183.25,$183.25,$91.63,100.0%,$21.25
4265,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"13,099",0,0,1,1,-$6.48,-$0.06,-$6.48,0.9%,-$2.25
4265,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"13,099",2,1,48,51,"$3,071.20",$644.14,$60.22,21.0%,$541.11
4316,8960S,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF FULL SERVICE GROOM,"13,119",0,1,8,9,$660.64,$644.26,$73.40,97.5%,$147.48
4316,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"13,119",1,1,8,10,$304.99,$97.90,$30.50,32.1%,$72.67
208,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"13,177",0,0,1,1,$60.12,$31.41,$60.12,52.2%,-$2.24
208,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"13,177",13,24,145,183,"$9,428.66","$2,547.47",$51.52,27.0%,"$1,857.28"
208,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"13,177",0,9,26,35,"$1,767.29",$494.80,$50.49,28.0%,$231.87
4554,8946B,$10 OFF $60,$10 OFF $60,"13,208",0,0,6,6,$458.83,$85.45,$76.47,18.6%,$60.00
4567,8946B,$10 OFF $60,$10 OFF $60,"13,236",0,0,2,2,$174.94,$44.79,$87.47,25.6%,$20.00
2,8957E,10% OFF PURCHASE / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF PURCHASE,"13,264",0,0,14,14,$547.48,$103.82,$39.11,19.0%,$62.57
121,8960S,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF FULL SERVICE GROOM,"13,488",0,1,6,7,$464.00,$443.02,$66.29,95.5%,$122.00
121,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"13,488",2,8,23,33,"$1,724.03",$606.99,$52.24,35.2%,$265.58
5,8946B,$10 OFF $60,$10 OFF $60,"13,492",0,0,16,16,"$1,266.52",$256.61,$79.16,20.3%,$160.00
159,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"13,588",0,0,3,3,$220.48,$74.49,$73.49,33.8%,$51.36
159,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"13,588",0,0,1,1,$79.00,$79.00,$79.00,100.0%,$3.00
159,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"13,588",0,0,19,19,"$1,584.25",$272.56,$83.38,17.2%,$301.20
4028,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"13,608",0,0,1,1,$79.75,$79.75,$79.75,100.0%,$4.25
4028,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"13,608",0,0,1,1,$25.99,$32.33,$25.99,124.4%,-$17.21
4028,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"13,608",0,1,11,12,$623.95,$149.14,$52.00,23.9%,$117.71
4375,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"13,625",0,2,35,37,"$1,235.67",$325.46,$33.40,26.3%,$138.19
4220,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"13,667",0,0,2,2,$62.71,$24.78,$31.36,39.5%,$20.91
4570,8957E,10% OFF PURCHASE / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF PURCHASE,"13,729",0,1,4,5,$301.74,$104.26,$60.35,34.6%,$33.53
139,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"13,771",2,1,25,28,"$1,973.88",$353.23,$70.50,17.9%,$446.41
139,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"13,771",0,0,9,9,$357.89,$73.47,$39.77,20.5%,$44.52
4342,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"13,777",8,12,121,141,"$8,200.41","$2,383.86",$58.16,29.1%,$919.37
4150,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"13,830",0,0,2,2,$47.22,$12.98,$23.61,27.5%,$15.24
4004,8957E,10% OFF PURCHASE / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF PURCHASE,"13,980",3,0,33,36,"$1,747.02",$429.99,$48.53,24.6%,$206.54
4382,8960S,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF FULL SERVICE GROOM,"13,983",0,1,0,1,$91.50,$91.50,$91.50,100.0%,$20.50
8028,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"14,024",1,0,3,4,$138.30,$40.25,$34.58,29.1%,$19.14
7015,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"14,069",0,0,3,3,$92.89,$26.71,$30.96,28.8%,$27.98
14,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"14,086",7,1,37,45,"$2,353.77",$494.83,$52.31,21.0%,$501.24
